"sample_accession"	"study_accession"	"run_accession"	"sample_alias"	"Poseidon_ID"	"UDG"	"Genotype_Ploidy"	"secondary_sample_accession"	"first_public"	"last_updated"	"instrument_model"	"library_layout"	"library_source"	"instrument_platform"	"library_name"	"library_strategy"	"fastq_aspera"	"fastq_bytes"	"fastq_md5"	"fastq_ftp"	"read_count"	"submitted_ftp"
"SAMEA6793030"	"PRJEB36854"	"ERR4057258"	"ASH1"	"ASH1"	"plus"	"haploid"	"ERS4520701"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX3-UDG1-38-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/008/ERR4057258/ERR4057258.fastq.gz"	1722495630	"fec5e0cadb7ebc9442258ddae5fc16ca"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4057258/ERR4057258.fastq.gz"	29118357	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057258/ASH1-B-EX3-UDG1-38-PCR1-Hi7.fastq.gz"
"SAMEA6793031"	"PRJEB36854"	"ERR4057259"	"ASH3"	"ASH3"	"plus"	"haploid"	"ERS4520702"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"D-EX3-LIB1-63-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/009/ERR4057259/ERR4057259.fastq.gz"	12656207	"e17871fd3004d0d3d06ebf1b37f6f149"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4057259/ERR4057259.fastq.gz"	246254	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057259/ASH3-D-EX3-LIB1-63-PCR1-Mi10.fastq.gz"
"SAMEA6793031"	"PRJEB36854"	"ERR4057260"	"ASH3"	"ASH3"	"plus"	"haploid"	"ERS4520702"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"D-EX3-UDG1-20-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/000/ERR4057260/ERR4057260.fastq.gz"	1793940916	"9fca3a97ecc6551f2a7245ed55420e8e"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4057260/ERR4057260.fastq.gz"	30440564	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057260/ASH3-D-EX3-UDG1-20-PCR1-Hi7.fastq.gz"
"SAMEA6793031"	"PRJEB36854"	"ERR4057261"	"ASH3"	"ASH3"	"plus"	"haploid"	"ERS4520702"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"D-EX3-UDG1-21-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/001/ERR4057261/ERR4057261.fastq.gz"	1505454067	"557dafc2e11a54fa9515fbe94f19f24a"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4057261/ERR4057261.fastq.gz"	25664570	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057261/ASH3-D-EX3-UDG1-21-PCR1-Hi7.fastq.gz"
"SAMEA6793031"	"PRJEB36854"	"ERR4057262"	"ASH3"	"ASH3"	"plus"	"haploid"	"ERS4520702"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"D-EX3-UDG1-22-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/002/ERR4057262/ERR4057262.fastq.gz"	2063664131	"6cddf844508277ed1c03141b1bb28177"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4057262/ERR4057262.fastq.gz"	34979783	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057262/ASH3-D-EX3-UDG1-22-PCR1-Hi7.fastq.gz"
"SAMEA6793031"	"PRJEB36854"	"ERR4057263"	"ASH3"	"ASH3"	"plus"	"haploid"	"ERS4520702"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"D-EX3-UDG1-2-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/003/ERR4057263/ERR4057263.fastq.gz"	1762132477	"60724ea3e120d3e70cbb564655e82262"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4057263/ERR4057263.fastq.gz"	29886167	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057263/ASH3-D-EX3-UDG1-2-PCR1-Hi7.fastq.gz"
"SAMEA6793032"	"PRJEB36854"	"ERR4057264"	"AT1"	"#N/A"	"plus"	"haploid"	"ERS4520703"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-LIB1-76-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/004/ERR4057264/ERR4057264.fastq.gz"	48595531	"5301bc5a90541887cf578e51fbb94a82"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4057264/ERR4057264.fastq.gz"	912876	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057264/AT1-C-EX3-LIB1-76-PCR1-Mi10.fastq.gz"
"SAMEA6793033"	"PRJEB36854"	"ERR4057265"	"AT7"	"#N/A"	"plus"	"haploid"	"ERS4520704"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-LIB1-77-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/005/ERR4057265/ERR4057265.fastq.gz"	13894519	"2ef48f369ab9b4ce45d9320b431cd8ad"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4057265/ERR4057265.fastq.gz"	260564	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057265/AT7-C-EX3-LIB1-77-PCR1-Mi10.fastq.gz"
"SAMEA6793034"	"PRJEB36854"	"ERR4057266"	"BA342"	"#N/A"	"plus"	"haploid"	"ERS4520705"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX2-LIB1-24-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/006/ERR4057266/ERR4057266.fastq.gz"	27497336	"cf80b79aaf01f67c60b83186257f6a47"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4057266/ERR4057266.fastq.gz"	641294	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057266/BA342-A-EX2-LIB1-24-PCR1-WGS1.fastq.gz"
"SAMEA6793035"	"PRJEB36854"	"ERR4057267"	"BA346"	"#N/A"	"plus"	"haploid"	"ERS4520706"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-LIB1-15-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/007/ERR4057267/ERR4057267.fastq.gz"	20542285	"304f62edf0e6dd57ca2780acd5d347f0"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4057267/ERR4057267.fastq.gz"	473370	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057267/BA346-B-EX2-LIB1-15-PCR1-WGS1.fastq.gz"
"SAMEA6793036"	"PRJEB36854"	"ERR4057268"	"BAL14"	"#N/A"	"plus"	"haploid"	"ERS4520707"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-LIB1-79-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/008/ERR4057268/ERR4057268.fastq.gz"	14341550	"710b242df7e7594da42d56406fe23a5e"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4057268/ERR4057268.fastq.gz"	265660	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057268/BAL14-C-EX3-LIB1-79-PCR1-Mi10.fastq.gz"
"SAMEA6793037"	"PRJEB36854"	"ERR4057269"	"BAL3211"	"#N/A"	"plus"	"haploid"	"ERS4520708"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX2-LIB1-17-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/009/ERR4057269/ERR4057269.fastq.gz"	20400721	"d68b64c71026356ce85549df9ee7faab"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4057269/ERR4057269.fastq.gz"	473815	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057269/BAL3211-A-EX2-LIB1-17-PCR1-WGS1.fastq.gz"
"SAMEA6793038"	"PRJEB36854"	"ERR4057270"	"BAL329"	"#N/A"	"plus"	"haploid"	"ERS4520709"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX2-LIB1-20-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/000/ERR4057270/ERR4057270.fastq.gz"	31904423	"c3a80ab0d2cb112b3bab08b99f9a4c20"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4057270/ERR4057270.fastq.gz"	740385	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057270/BAL329-A-EX2-LIB1-20-PCR1-WGS1.fastq.gz"
"SAMEA6793039"	"PRJEB36854"	"ERR4057271"	"BG72"	"BG72"	"plus"	"haploid"	"ERS4520710"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-LIB1-23-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/001/ERR4057271/ERR4057271.fastq.gz"	10235735	"098486013114c1ecacc7111d5a3da050"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4057271/ERR4057271.fastq.gz"	202394	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057271/BG72-C-EX3-LIB1-23-PCR1-Mi10.fastq.gz"
"SAMEA6793039"	"PRJEB36854"	"ERR4057272"	"BG72"	"BG72"	"plus"	"haploid"	"ERS4520710"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-UDG1-7-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/002/ERR4057272/ERR4057272.fastq.gz"	1883141835	"6179bdb5455fd1b2f9b2e08d34fadc2e"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4057272/ERR4057272.fastq.gz"	35151607	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057272/BG72-C-EX3-UDG1-7-PCR1-Hi7.fastq.gz"
"SAMEA6793039"	"PRJEB36854"	"ERR4057273"	"BG72"	"BG72"	"plus"	"haploid"	"ERS4520710"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-UDG1-8-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/003/ERR4057273/ERR4057273.fastq.gz"	1596653596	"7229cdcd6747ddf46104b6685652db48"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4057273/ERR4057273.fastq.gz"	29576966	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057273/BG72-C-EX3-UDG1-8-PCR1-Hi7.fastq.gz"
"SAMEA6793039"	"PRJEB36854"	"ERR4057274"	"BG72"	"BG72"	"plus"	"haploid"	"ERS4520710"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-UDG1-9-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/004/ERR4057274/ERR4057274.fastq.gz"	1672490823	"6b7b1fc348f7f272e7a7245822f9b26b"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4057274/ERR4057274.fastq.gz"	31213734	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057274/BG72-C-EX3-UDG1-9-PCR1-Hi7.fastq.gz"
"SAMEA6793040"	"PRJEB36854"	"ERR4057275"	"CAK16"	"#N/A"	"plus"	"haploid"	"ERS4520711"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A-EX2-LIB1-96-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/005/ERR4057275/ERR4057275.fastq.gz"	79840188	"40502d7b72433f11fa31ed9610c9df91"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4057275/ERR4057275.fastq.gz"	1446819	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057275/CAK16-A-EX2-LIB1-96-PCR1-Mi03.fastq.gz"
"SAMEA6793040"	"PRJEB36854"	"ERR4057276"	"CAK16"	"#N/A"	"plus"	"haploid"	"ERS4520711"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX2-LIB1-97-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/006/ERR4057276/ERR4057276.fastq.gz"	70138498	"05c6b39d088b93dbfdc73898d1dfb8aa"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4057276/ERR4057276.fastq.gz"	1273414	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057276/CAK16-C-EX2-LIB1-97-PCR1-Mi03.fastq.gz"
"SAMEA6793040"	"PRJEB36854"	"ERR4057277"	"CAK16"	"#N/A"	"plus"	"haploid"	"ERS4520711"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"E-EX2-LIB1-98-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/007/ERR4057277/ERR4057277.fastq.gz"	63970591	"7ecf715f9eb1eab1a01fd34de350b6ba"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4057277/ERR4057277.fastq.gz"	1171148	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057277/CAK16-E-EX2-LIB1-98-PCR1-Mi03.fastq.gz"
"SAMEA6793041"	"PRJEB36854"	"ERR4057278"	"CAK375"	"#N/A"	"plus"	"haploid"	"ERS4520712"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-LIB1-20-PCR3"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/008/ERR4057278/ERR4057278.fastq.gz"	14921582	"c34f0c2920c668742a4a59a8d8294a22"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4057278/ERR4057278.fastq.gz"	288889	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057278/CAK375-A1-EX3-LIB1-20-PCR3-Mi05.fastq.gz"
"SAMEA6793042"	"PRJEB36854"	"ERR4057279"	"CAK530"	"CAK530"	"plus"	"haploid"	"ERS4520713"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-LIB1-22-PCR3"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/009/ERR4057279/ERR4057279.fastq.gz"	9105838	"e3e1ef8310b6b8dfea8ac5730b69b62a"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4057279/ERR4057279.fastq.gz"	179031	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057279/CAK530-A1-EX3-LIB1-22-PCR3-Mi05.fastq.gz"
"SAMEA6793042"	"PRJEB36854"	"ERR4057280"	"CAK530"	"CAK530"	"plus"	"haploid"	"ERS4520713"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-1-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/000/ERR4057280/ERR4057280.fastq.gz"	2300744456	"607072a98ecf7307995f88df2273c07b"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4057280/ERR4057280.fastq.gz"	30127848	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057280/CAK530-A1-EX3-UDG1-1-PCR2-Hi5.fastq.gz"
"SAMEA6793042"	"PRJEB36854"	"ERR4057281"	"CAK530"	"CAK530"	"plus"	"haploid"	"ERS4520713"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-2-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/001/ERR4057281/ERR4057281.fastq.gz"	2449297462	"79b2ba7f1bb32bfc56e5421aa0b0fb4e"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4057281/ERR4057281.fastq.gz"	32448529	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057281/CAK530-A1-EX3-UDG1-2-PCR2-Hi5.fastq.gz"
"SAMEA6793042"	"PRJEB36854"	"ERR4057282"	"CAK530"	"CAK530"	"plus"	"haploid"	"ERS4520713"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-39-PCR3"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/002/ERR4057282/ERR4057282.fastq.gz"	1668529904	"da17f2313b5d58cddc1d90be7cb9e150"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4057282/ERR4057282.fastq.gz"	21809301	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057282/CAK530-A1-EX3-UDG1-39-PCR3-Hi4.fastq.gz"
"SAMEA6793042"	"PRJEB36854"	"ERR4057283"	"CAK530"	"CAK530"	"plus"	"haploid"	"ERS4520713"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-3-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/003/ERR4057283/ERR4057283.fastq.gz"	2828452492	"d3129aa93299383f16cb0ab4b1cd31cf"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4057283/ERR4057283.fastq.gz"	37177828	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057283/CAK530-A1-EX3-UDG1-3-PCR1-Hi5.fastq.gz"
"SAMEA6793042"	"PRJEB36854"	"ERR4057284"	"CAK530"	"CAK530"	"plus"	"haploid"	"ERS4520713"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-40-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/004/ERR4057284/ERR4057284.fastq.gz"	1930288496	"b8184e92b21dddefbad438b332755c66"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4057284/ERR4057284.fastq.gz"	25353677	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057284/CAK530-A1-EX3-UDG1-40-PCR1-Hi4.fastq.gz"
"SAMEA6793042"	"PRJEB36854"	"ERR4057285"	"CAK530"	"CAK530"	"plus"	"haploid"	"ERS4520713"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-4-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/005/ERR4057285/ERR4057285.fastq.gz"	2807518136	"aa2b9b86b0ab59efa8a16efdf801ee5b"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4057285/ERR4057285.fastq.gz"	37081382	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057285/CAK530-A1-EX3-UDG1-4-PCR1-Hi5.fastq.gz"
"SAMEA6793042"	"PRJEB36854"	"ERR4057286"	"CAK530"	"CAK530"	"plus"	"haploid"	"ERS4520713"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-5-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/006/ERR4057286/ERR4057286.fastq.gz"	2715376959	"39693f9d6598270691a54eca5ef2c0c3"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4057286/ERR4057286.fastq.gz"	35963170	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057286/CAK530-A1-EX3-UDG1-5-PCR1-Hi5.fastq.gz"
"SAMEA6793042"	"PRJEB36854"	"ERR4057287"	"CAK530"	"CAK530"	"plus"	"haploid"	"ERS4520713"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-6-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/007/ERR4057287/ERR4057287.fastq.gz"	2433991244	"5edff697eb4f5bee199499c848bb1b4a"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4057287/ERR4057287.fastq.gz"	31940656	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057287/CAK530-A1-EX3-UDG1-6-PCR1-Hi5.fastq.gz"
"SAMEA6793043"	"PRJEB36854"	"ERR4057288"	"CAK531"	"CAK531"	"plus"	"haploid"	"ERS4520714"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-LIB1-28-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/008/ERR4057288/ERR4057288.fastq.gz"	1158202	"b5dd31a96605d13c3252553c1f6a54db"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4057288/ERR4057288.fastq.gz"	23301	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057288/CAK531-C-EX3-LIB1-28-PCR1-Mi05.fastq.gz"
"SAMEA6793043"	"PRJEB36854"	"ERR4057289"	"CAK531"	"CAK531"	"plus"	"haploid"	"ERS4520714"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-UDG1-25-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/009/ERR4057289/ERR4057289.fastq.gz"	2776790147	"9b9d8b961599ca7bdfcfaff973a509cf"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4057289/ERR4057289.fastq.gz"	53600182	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057289/CAK531-C-EX3-UDG1-25-PCR1-Hi14.fastq.gz"
"SAMEA6793043"	"PRJEB36854"	"ERR4057290"	"CAK531"	"CAK531"	"plus"	"haploid"	"ERS4520714"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-UDG1-26-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/000/ERR4057290/ERR4057290.fastq.gz"	2596168635	"175352ddd273779acc56ac644ba9146a"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4057290/ERR4057290.fastq.gz"	50212986	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057290/CAK531-C-EX3-UDG1-26-PCR1-Hi14.fastq.gz"
"SAMEA6793043"	"PRJEB36854"	"ERR4057291"	"CAK531"	"CAK531"	"plus"	"haploid"	"ERS4520714"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-UDG1-27-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/001/ERR4057291/ERR4057291.fastq.gz"	2702417628	"5fd827455f85dc7b79fca474d0755c3e"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4057291/ERR4057291.fastq.gz"	52170996	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057291/CAK531-C-EX3-UDG1-27-PCR1-Hi14.fastq.gz"
"SAMEA6793043"	"PRJEB36854"	"ERR4057292"	"CAK531"	"CAK531"	"plus"	"haploid"	"ERS4520714"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-UDG1-30-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/002/ERR4057292/ERR4057292.fastq.gz"	2462606005	"03f6367a865f3875c680125f80704b44"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4057292/ERR4057292.fastq.gz"	46846476	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057292/CAK531-C-EX3-UDG1-30-PCR1-Hi14.fastq.gz"
"SAMEA6793043"	"PRJEB36854"	"ERR4057293"	"CAK531"	"CAK531"	"plus"	"haploid"	"ERS4520714"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-UDG1-31-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/003/ERR4057293/ERR4057293.fastq.gz"	2304699944	"69ce34c8059a7dcf2c4574d5b67b5636"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4057293/ERR4057293.fastq.gz"	44509838	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057293/CAK531-C-EX3-UDG1-31-PCR1-Hi14.fastq.gz"
"SAMEA6793043"	"PRJEB36854"	"ERR4057294"	"CAK531"	"CAK531"	"plus"	"haploid"	"ERS4520714"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-UDG1-47-PCR3"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/004/ERR4057294/ERR4057294.fastq.gz"	1731926660	"872d866351d6c9f6a0a4aca6dc7323bd"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4057294/ERR4057294.fastq.gz"	23628286	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057294/CAK531-C-EX3-UDG1-47-PCR3-Hi4.fastq.gz"
"SAMEA6793043"	"PRJEB36854"	"ERR4057295"	"CAK531"	"CAK531"	"plus"	"haploid"	"ERS4520714"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"C-EX3-UDG1-48-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/005/ERR4057295/ERR4057295.fastq.gz"	2046488568	"e426e6ec0e73b8b93e720a36242be69d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4057295/ERR4057295.fastq.gz"	28084873	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057295/CAK531-C-EX3-UDG1-48-PCR1-Hi4.fastq.gz"
